Model,Sentence,Target,Sentiment,published_time
TSC," 

Ultra Orthodox Jews perform the Kaparot ceremony, where white chickens are slaughtered as a symbolic gesture of atonement ahead of Yom Kippur, the Jewish Day of Atonement, in Beit Shemesh, Israel, on Sept. 20, 2023.(Photo: Xinhua) 



",Israel,neutral,2023-09-22
TSC,"An Ultra-Orthodox Jew holds a white chicken for the Kaparot ceremony, where white chickens are slaughtered as a symbolic gesture of atonement ahead of Yom Kippur, the Jewish Day of Atonement, in Bnei Brak, a suburb of Tel Aviv, Israel on Sept. 20, 2023.(Photo: Xinhua)",Israel,neutral,2023-09-22
TSC," 

A young Palestinian patient receives treatment at the dialysis department of a hospital in Gaza City, Sept. 20, 2023.",Gaza,neutral,2023-09-21
TSC," 

A young Palestinian patient receives treatment at the dialysis department of a hospital in Gaza City, Sept. 20, 2023.",UN,neutral,2023-09-21
TSC,"At least 1,100 Palestinian kidney patients are facing an interruption of life-saving treatment due to a lack of medicines and medical equipment in the coastal enclave, the Hamas-run Health Ministry said on Wednesday(Photo: Xinhua) At least 1,100 Palestinian kidney patients are facing an interruption of life-saving treatment due to a lack of medicines and medical equipment in the coastal enclave, the Hamas-run Health Ministry said on Wednesday.",Hamas,neutral,2023-09-21
TSC,"At least 1,100 Palestinian kidney patients are facing an interruption of life-saving treatment due to a lack of medicines and medical equipment in the coastal enclave, the Hamas-run Health Ministry said on Wednesday(Photo: Xinhua) At least 1,100 Palestinian kidney patients are facing an interruption of life-saving treatment due to a lack of medicines and medical equipment in the coastal enclave, the Hamas-run Health Ministry said on Wednesday.",UN,neutral,2023-09-21
TSC,"They include 38 children who are in danger of being denied access to dialysis sessions, Ashraf Abu Mahdi, director of the pharmacy department in the Health Ministry, said in a press conference held in Gaza.",Gaza,neutral,2023-09-21
TSC,"""Patients with kidney failure are forced to live in difficult health conditions as medical supplies will be used up soon,"" Abu Mahdi added.",US,neutral,2023-09-21
TSC,"Abu Mahdi indicated that stores run by the ministry in Gaza are short of related medical supplies, and the hospitals in Gaza provide 13,000 dialysis sessions for patients per month.",Gaza,neutral,2023-09-21
TSC,"Abu Mahdi indicated that stores run by the ministry in Gaza are short of related medical supplies, and the hospitals in Gaza provide 13,000 dialysis sessions for patients per month.",UN,neutral,2023-09-21
TSC,"He accused Israel of ""banning the transport and shipment of medical supplies to the hospitals of the coastal enclave, putting the lives of thousands of kidney patients at risk.",Israel,negative,2023-09-21
TSC,"He accused Israel of ""banning the transport and shipment of medical supplies to the hospitals of the coastal enclave, putting the lives of thousands of kidney patients at risk.",US,neutral,2023-09-21
TSC,"""Israel has imposed a tight blockade on the Gaza Strip, home to more than 2 million people, since the Hamas movement seized control of the enclave in 2007, widely blamed by Gazans for their poverty and hardship.",Israel,neutral,2023-09-21
TSC,"""Israel has imposed a tight blockade on the Gaza Strip, home to more than 2 million people, since the Hamas movement seized control of the enclave in 2007, widely blamed by Gazans for their poverty and hardship.",Gaza,neutral,2023-09-21
TSC,"""Israel has imposed a tight blockade on the Gaza Strip, home to more than 2 million people, since the Hamas movement seized control of the enclave in 2007, widely blamed by Gazans for their poverty and hardship.",Hamas,negative,2023-09-21
TSC,A US Marine Corps F-35B went down over South Carolina on Sunday after its pilot ejected mid-flight for reasons unknown.,US,neutral,2023-09-21
TSC,A US Marine Corps F-35B went down over South Carolina on Sunday after its pilot ejected mid-flight for reasons unknown.,UN,neutral,2023-09-21
TSC,And what role does the waste and fraud in the US military-industrial complex play in creating such a Frankenstein’s monster of an aircraft?,US,negative,2023-09-21
TSC,"Debris from the F-35B that went missing over South Carolina on September 17 was found in Williamsburg County, South Carolina, about two hours northeast of Joint Base Charleston on Monday following more than a day of frantic searching by the military.",UN,neutral,2023-09-21
TSC,An as yet unspecified “mishap” was blamed for the accident.,UN,neutral,2023-09-21
TSC,The pilot escaped unscathed.,UN,neutral,2023-09-21
TSC,"“The mishap is currently under investigation, and we are unable to provide additional details to preserve the integrity of the investigative process,” the Marine Corps said in a statement Monday.",UN,neutral,2023-09-21
TSC,"The Marines ordered a two-day global pause in all aerial operations, with the errant F-35B becoming the third major aviation-related accident suffered by the military branch in less than two months.",US,neutral,2023-09-21
TSC,"Air units will be discussing “fundamentals of safe flight operations, ground safety, maintenance and flight procedures, and maintaining combat readiness,” the Marine Corps said.",US,positive,2023-09-21
TSC,"Air units will be discussing “fundamentals of safe flight operations, ground safety, maintenance and flight procedures, and maintaining combat readiness,” the Marine Corps said.",UN,positive,2023-09-21
TSC,The pilot emerged unscathed.,UN,negative,2023-09-21
TSC,"On May 19, 2020, a US Air Force F-35A from the 58th Fighter Squadron crashed while performing a landing at Eglin Air Force Base in western Florida.",US,neutral,2023-09-21
TSC,"On May 19, 2020, a US Air Force F-35A from the 58th Fighter Squadron crashed while performing a landing at Eglin Air Force Base in western Florida.",West,neutral,2023-09-21
TSC,Pilot error (trying to land at excessive speed) and a mechanical defect related to a flight control glitch that left the plane’s tail unresponsive were blamed.,UN,negative,2023-09-21
TSC,"On September 29, 2020, a US Marine Corps F-35B was lost over Imperial County, California after colliding with a KC-130 tanker during midflight refueling.",US,neutral,2023-09-21
TSC,"On September 29, 2020, a US Marine Corps F-35B was lost over Imperial County, California after colliding with a KC-130 tanker during midflight refueling.",UN,neutral,2023-09-21
TSC,"On November 17, 2021, a British Royal Air Force F-35B plunged into the Mediterranean Sea after its pilot ejected during routine operations.",UN,neutral,2023-09-21
TSC,The pilot emerged unharmed.,UN,neutral,2023-09-21
TSC,"On January 24, 2022, a US Navy F-35C plunged into the South China Sea after making a hard landing on the USS Carl Vinson super carrier.",US,neutral,2023-09-21
